dataset,series,x_name,x_value,y_name,y_value,units,n,projection_order,field_order,residual_target_count,small_argument_threshold,small_argument_terms,panel_quad_order,self_panel_quad_order,angular_samples,source_doi,h_over_L,kL,P,beta_deg,notes
amplitude_polar,h/L=0.10,phi_deg,203.291015625,differential_tscs_over_L_db,-13.78405898483127,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.37890625,differential_tscs_over_L_db,-13.52282361527912,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.466796875,differential_tscs_over_L_db,-13.26532528489827,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.5546875,differential_tscs_over_L_db,-13.01153354036362,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.642578125,differential_tscs_over_L_db,-12.76140890754244,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.73046875,differential_tscs_over_L_db,-12.51490472495844,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.818359375,differential_tscs_over_L_db,-12.27196868677424,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.90625,differential_tscs_over_L_db,-12.03254413841353,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,203.994140625,differential_tscs_over_L_db,-11.79657116191708,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.08203125,differential_tscs_over_L_db,-11.56398748282714,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.169921875,differential_tscs_over_L_db,-11.33472922577778,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.2578125,differential_tscs_over_L_db,-11.10873154197471,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.345703125,differential_tscs_over_L_db,-10.88592912830068,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.43359375,differential_tscs_over_L_db,-10.66625665483264,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.521484375,differential_tscs_over_L_db,-10.44964911502861,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.609375,differential_tscs_over_L_db,-10.23604211068474,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.697265625,differential_tscs_over_L_db,-10.02537208192865,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.78515625,differential_tscs_over_L_db,-9.817576490953371,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.873046875,differential_tscs_over_L_db,-9.612593966866399,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,204.9609375,differential_tscs_over_L_db,-9.410364417905463,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.048828125,differential_tscs_over_L_db,-9.210829116314713,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.13671875,differential_tscs_over_L_db,-9.013930760364389,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.224609375,differential_tscs_over_L_db,-8.819613517309943,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.3125,differential_tscs_over_L_db,-8.627823050503375,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.400390625,differential_tscs_over_L_db,-8.438506533375165,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.48828125,differential_tscs_over_L_db,-8.251612652586072,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.576171875,differential_tscs_over_L_db,-8.067091602292127,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.6640625,differential_tscs_over_L_db,-7.884895071164543,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.751953125,differential_tscs_over_L_db,-7.704976223551446,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.83984375,differential_tscs_over_L_db,-7.52728967594901,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,205.927734375,differential_tscs_over_L_db,-7.35179146976736,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.015625,differential_tscs_over_L_db,-7.178439041219541,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.103515625,differential_tscs_over_L_db,-7.007191189027935,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.19140625,differential_tscs_over_L_db,-6.838008040532367,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.279296875,differential_tscs_over_L_db,-6.670851016685094,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.3671875,differential_tscs_over_L_db,-6.505682796339948,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.455078125,differential_tscs_over_L_db,-6.34246728017235,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.54296875,differential_tscs_over_L_db,-6.181169554508131,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.630859375,differential_tscs_over_L_db,-6.021755855290558,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.71875,differential_tscs_over_L_db,-5.864193532373485,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.806640625,differential_tscs_over_L_db,-5.708451014290627,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.89453125,differential_tscs_over_L_db,-5.554497773623762,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,206.982421875,differential_tscs_over_L_db,-5.402304293066013,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.0703125,differential_tscs_over_L_db,-5.251842032253903,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.158203125,differential_tscs_over_L_db,-5.1030833954268,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.24609375,differential_tscs_over_L_db,-4.95600169995382,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.333984375,differential_tscs_over_L_db,-4.810571145757867,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.421875,differential_tscs_over_L_db,-4.666766785655869,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.509765625,differential_tscs_over_L_db,-4.524564496623741,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.59765625,differential_tscs_over_L_db,-4.383940951989143,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.685546875,differential_tscs_over_L_db,-4.244873594548669,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.7734375,differential_tscs_over_L_db,-4.107340610600088,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.861328125,differential_tscs_over_L_db,-3.971320904877826,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,207.94921875,differential_tscs_over_L_db,-3.836794076376131,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.037109375,differential_tscs_over_L_db,-3.703740395040631,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.125,differential_tscs_over_L_db,-3.572140779309755,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.212890625,differential_tscs_over_L_db,-3.441976774482827,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.30078125,differential_tscs_over_L_db,-3.313230531892772,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.388671875,differential_tscs_over_L_db,-3.185884788860236,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.4765625,differential_tscs_over_L_db,-3.0599228494044,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.564453125,differential_tscs_over_L_db,-2.935328565686553,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.65234375,differential_tscs_over_L_db,-2.812086320162688,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.740234375,differential_tscs_over_L_db,-2.690181008420087,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.828125,differential_tscs_over_L_db,-2.569598022674418,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,208.916015625,differential_tscs_over_L_db,-2.450323235904121,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.00390625,differential_tscs_over_L_db,-2.332342986598154,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.091796875,differential_tscs_over_L_db,-2.215644064095353,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.1796875,differential_tscs_over_L_db,-2.100213694492667,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.267578125,differential_tscs_over_L_db,-1.9860395271011,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.35546875,differential_tscs_over_L_db,-1.873109621428657,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.443359375,differential_tscs_over_L_db,-1.761412434669737,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.53125,differential_tscs_over_L_db,-1.650936809681655,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.619140625,differential_tscs_over_L_db,-1.541671963429614,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.70703125,differential_tscs_over_L_db,-1.433607475881419,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.794921875,differential_tscs_over_L_db,-1.326733279334672,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.8828125,differential_tscs_over_L_db,-1.221039648159887,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,209.970703125,differential_tscs_over_L_db,-1.116517188942425,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.05859375,differential_tscs_over_L_db,-1.013156831008635,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.146484375,differential_tscs_over_L_db,-0.9109498173203651,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.234375,differential_tscs_over_L_db,-0.8098876957238078,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.322265625,differential_tscs_over_L_db,-0.709962310539112,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.41015625,differential_tscs_over_L_db,-0.6111657944770272,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.498046875,differential_tscs_over_L_db,-0.5134905608700514,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.5859375,differential_tscs_over_L_db,-0.4169292962063691,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.673828125,differential_tscs_over_L_db,-0.3214749529541876,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.76171875,differential_tscs_over_L_db,-0.2271207426659183,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.849609375,differential_tscs_over_L_db,-0.1338601293513538,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,210.9375,differential_tscs_over_L_db,-0.04168682310948766,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.025390625,differential_tscs_over_L_db,0.04940522599032103,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.11328125,differential_tscs_over_L_db,0.1394218337878496,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.201171875,differential_tscs_over_L_db,0.2283685876804587,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.2890625,differential_tscs_over_L_db,0.3162508520492288,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.376953125,differential_tscs_over_L_db,0.4030737734710467,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.46484375,differential_tscs_over_L_db,0.4888422857244196,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.552734375,differential_tscs_over_L_db,0.5735611145960005,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.640625,differential_tscs_over_L_db,0.6572347824955649,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.728515625,differential_tscs_over_L_db,0.7398676128858013,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.81640625,differential_tscs_over_L_db,0.8214637345333173,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.904296875,differential_tscs_over_L_db,0.9020270855874064,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,211.9921875,differential_tscs_over_L_db,0.9815614174920058,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.080078125,differential_tscs_over_L_db,1.060070298736755,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.16796875,differential_tscs_over_L_db,1.137557118452505,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.255859375,differential_tscs_over_L_db,1.214025089856017,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.34375,differential_tscs_over_L_db,1.289477253549216,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.431640625,differential_tscs_over_L_db,1.363916480677287,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.51953125,differential_tscs_over_L_db,1.437345475949991,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.607421875,differential_tscs_over_L_db,1.509766780530641,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.6953125,differential_tscs_over_L_db,1.58118277479656,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.783203125,differential_tscs_over_L_db,1.651595680974683,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.87109375,differential_tscs_over_L_db,1.721007565656268,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,212.958984375,differential_tscs_over_L_db,1.7894203421937,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.046875,differential_tscs_over_L_db,1.856835772982921,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.134765625,differential_tscs_over_L_db,1.923255471634538,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.22265625,differential_tscs_over_L_db,1.988680905036318,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.310546875,differential_tscs_over_L_db,2.053113395310008,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.3984375,differential_tscs_over_L_db,2.116554121665128,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.486328125,differential_tscs_over_L_db,2.17900412215188,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.57421875,differential_tscs_over_L_db,2.240464295315853,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.662109375,differential_tscs_over_L_db,2.30093540175652,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.75,differential_tscs_over_L_db,2.36041806559145,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.837890625,differential_tscs_over_L_db,2.418912775828471,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,213.92578125,differential_tscs_over_L_db,2.476419887647181,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,214.013671875,differential_tscs_over_L_db,2.532939623591759,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,214.1015625,differential_tscs_over_L_db,2.588472074676585,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,214.189453125,differential_tscs_over_L_db,2.643017201405836,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,214.27734375,differential_tscs_over_L_db,2.696574834708708,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,214.365234375,differential_tscs_over_L_db,2.749144676791364,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,214.453125,differential_tscs_over_L_db,2.800726301906443,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,214.541015625,differential_tscs_over_L_db,2.851319157041554,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,214.62890625,differential_tscs_over_L_db,2.900922562527308,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
amplitude_polar,h/L=0.10,phi_deg,214.716796875,differential_tscs_over_L_db,2.949535712565711,dB,512,,,,,,,,4096,,0.10,20.0,5,90.0,absolute; not peak-normalized
